timeStamp,elapsed
1.62865E+12,777
1.62865E+12,568
1.62865E+12,580
1.62865E+12,584
1.62865E+12,577
1.62865E+12,624
1.62865E+12,569
1.62865E+12,575
1.62865E+12,668
1.62865E+12,568
1.62865E+12,640
1.62865E+12,475
1.62865E+12,551
1.62865E+12,654
1.62865E+12,555
1.62865E+12,594
1.62865E+12,531
1.62865E+12,483
1.62865E+12,589
1.62865E+12,745
1.62865E+12,602
1.62865E+12,601
1.62865E+12,460
1.62865E+12,603
1.62865E+12,411
1.62865E+12,600
1.62865E+12,574
1.62865E+12,492
1.62865E+12,677
1.62865E+12,584
1.62865E+12,579
1.62865E+12,593
1.62865E+12,578
1.62865E+12,561
1.62865E+12,556
1.62865E+12,599
1.62865E+12,595
1.62865E+12,466
1.62865E+12,450
1.62865E+12,692
1.62865E+12,593
1.62865E+12,759
1.62865E+12,491
1.62865E+12,700
1.62865E+12,612
1.62865E+12,566
1.62865E+12,480
1.62865E+12,829
1.62865E+12,563
1.62865E+12,663
1.62865E+12,577
1.62865E+12,574
1.62865E+12,573
1.62865E+12,638
1.62865E+12,556
1.62865E+12,540
1.62865E+12,741
1.62865E+12,521
1.62865E+12,577
1.62865E+12,581
1.62865E+12,583
1.62865E+12,489
1.62865E+12,581
1.62865E+12,637
1.62865E+12,601
1.62865E+12,512
1.62865E+12,682
1.62865E+12,582
1.62865E+12,556
1.62865E+12,539
1.62865E+12,573
1.62865E+12,557
1.62865E+12,546
1.62865E+12,547
1.62865E+12,602
1.62865E+12,485
1.62865E+12,544
1.62865E+12,554
1.62865E+12,562
1.62865E+12,577
1.62865E+12,589
1.62865E+12,586
1.62865E+12,589
1.62865E+12,571
1.62865E+12,633
1.62865E+12,515
1.62865E+12,608
1.62865E+12,625
1.62865E+12,617
1.62865E+12,604
1.62865E+12,674
1.62865E+12,767
1.62865E+12,571
1.62865E+12,573
1.62865E+12,599
1.62865E+12,394
1.62865E+12,662
1.62865E+12,569
1.62865E+12,578
1.62865E+12,593
1.62865E+12,579
1.62865E+12,603
1.62865E+12,617
1.62865E+12,586
1.62865E+12,562
1.62865E+12,620
1.62865E+12,725
1.62865E+12,582
1.62865E+12,721
1.62865E+12,598
1.62865E+12,592
1.62865E+12,492
1.62865E+12,577
1.62865E+12,493
1.62865E+12,607
1.62865E+12,503
1.62865E+12,601
1.62865E+12,617
1.62865E+12,510
1.62865E+12,696
1.62865E+12,606
1.62865E+12,586
1.62865E+12,653
1.62865E+12,600
1.62865E+12,601
1.62865E+12,613
1.62865E+12,699
1.62865E+12,509
1.62865E+12,622
1.62865E+12,500
1.62865E+12,618
1.62865E+12,537
1.62865E+12,633
1.62865E+12,626
1.62865E+12,631
1.62865E+12,596
1.62865E+12,612
1.62865E+12,606
1.62865E+12,575
1.62865E+12,616
1.62865E+12,588
1.62865E+12,638
1.62865E+12,522
1.62865E+12,590
1.62865E+12,590
1.62865E+12,733
1.62865E+12,809
1.62865E+12,520
1.62865E+12,657
1.62865E+12,484
1.62865E+12,749
1.62865E+12,612
1.62865E+12,626
1.62865E+12,505
1.62865E+12,654
1.62865E+12,655
1.62865E+12,665
1.62865E+12,751
1.62865E+12,716
1.62865E+12,585
1.62865E+12,717
1.62865E+12,613
1.62865E+12,599
1.62865E+12,591
1.62865E+12,610
1.62865E+12,593
1.62865E+12,588
1.62865E+12,591
1.62865E+12,600
1.62865E+12,605
1.62865E+12,471
1.62865E+12,593
1.62865E+12,578
1.62865E+12,510
1.62865E+12,592
1.62865E+12,593
1.62865E+12,588
1.62865E+12,500
1.62865E+12,574
1.62865E+12,497
1.62865E+12,683
1.62865E+12,750
1.62865E+12,483
1.62865E+12,594
1.62865E+12,588
1.62865E+12,592
1.62865E+12,491
1.62865E+12,577
1.62865E+12,607
1.62865E+12,604
1.62865E+12,554
1.62865E+12,613
1.62865E+12,638
1.62865E+12,631
1.62865E+12,844
1.62865E+12,760
1.62865E+12,638
1.62865E+12,606
1.62865E+12,646
1.62865E+12,607
1.62865E+12,614
1.62865E+12,474
1.62865E+12,583
1.62865E+12,653
1.62865E+12,630
1.62865E+12,648
1.62865E+12,767
1.62865E+12,714
1.62865E+12,610
1.62865E+12,628
1.62865E+12,609
1.62865E+12,653
1.62865E+12,671
1.62865E+12,604
1.62865E+12,596
1.62865E+12,603
1.62865E+12,613
1.62865E+12,599
1.62865E+12,467
1.62865E+12,617
1.62865E+12,666
1.62865E+12,737
1.62865E+12,623
1.62865E+12,621
1.62865E+12,594
1.62865E+12,599
1.62865E+12,600
1.62865E+12,701
1.62865E+12,561
1.62865E+12,654
1.62865E+12,649
1.62865E+12,665
1.62865E+12,732
1.62865E+12,676
1.62865E+12,641
1.62865E+12,675
1.62865E+12,660
1.62865E+12,683
1.62865E+12,676
1.62865E+12,577
1.62865E+12,592
1.62865E+12,513
1.62865E+12,708
1.62865E+12,465
1.62865E+12,547
1.62865E+12,636
1.62865E+12,585
1.62865E+12,676
1.62865E+12,500
1.62865E+12,670
1.62865E+12,608
1.62865E+12,586
1.62865E+12,635
1.62865E+12,635
1.62865E+12,642
1.62865E+12,594
1.62865E+12,416
1.62865E+12,590
1.62865E+12,594
1.62865E+12,605
1.62865E+12,588
1.62865E+12,505
1.62865E+12,537
1.62865E+12,516
1.62865E+12,550
1.62865E+12,681
1.62865E+12,636
1.62865E+12,561
1.62865E+12,610
1.62865E+12,532
1.62865E+12,580
1.62865E+12,588
1.62865E+12,382
1.62865E+12,559
1.62865E+12,550
1.62865E+12,584
1.62865E+12,477
1.62865E+12,570
1.62865E+12,573
1.62865E+12,549
1.62865E+12,549
1.62865E+12,436
1.62865E+12,560
1.62865E+12,395
1.62865E+12,484
1.62865E+12,726
1.62865E+12,740
1.62865E+12,481
1.62865E+12,576
1.62865E+12,652
1.62865E+12,652
1.62865E+12,593
1.62865E+12,457
1.62865E+12,467
1.62865E+12,545
1.62865E+12,657
1.62865E+12,583
1.62865E+12,584
1.62865E+12,639
1.62865E+12,666
1.62865E+12,551
1.62865E+12,576
1.62865E+12,567
1.62865E+12,490
1.62865E+12,538
1.62865E+12,563
1.62865E+12,417
1.62865E+12,695
1.62865E+12,555
1.62865E+12,572
1.62865E+12,511
1.62865E+12,671
1.62865E+12,577
1.62865E+12,605
1.62865E+12,546
1.62865E+12,722
1.62865E+12,541
1.62865E+12,445
1.62865E+12,563
1.62865E+12,540
1.62865E+12,602
1.62865E+12,563
1.62865E+12,701
1.62865E+12,572
1.62865E+12,583
1.62865E+12,399
1.62865E+12,791
1.62865E+12,578
1.62865E+12,614
1.62865E+12,613
1.62865E+12,578
1.62865E+12,602
1.62865E+12,513
1.62865E+12,679
1.62865E+12,502
1.62865E+12,594
1.62865E+12,609
1.62865E+12,490
1.62865E+12,600
1.62865E+12,595
1.62865E+12,780
1.62865E+12,565
1.62865E+12,590
1.62865E+12,579
1.62865E+12,706
1.62865E+12,476
1.62865E+12,656
1.62865E+12,705
1.62865E+12,515
1.62865E+12,585
1.62865E+12,559
1.62865E+12,552
1.62865E+12,587
1.62865E+12,610
1.62865E+12,642
1.62865E+12,658
1.62865E+12,495
1.62865E+12,636
1.62865E+12,594
1.62865E+12,760
1.62865E+12,344
1.62865E+12,630
1.62865E+12,535
1.62865E+12,504
1.62865E+12,617
1.62865E+12,641
1.62865E+12,596
1.62865E+12,739
1.62865E+12,577
1.62865E+12,466
1.62865E+12,744
1.62865E+12,750
1.62865E+12,709
1.62865E+12,490
1.62865E+12,725
1.62865E+12,467
1.62865E+12,731
1.62865E+12,609
1.62865E+12,602
1.62865E+12,648
1.62865E+12,619
1.62865E+12,671
1.62865E+12,506
1.62865E+12,633
1.62865E+12,501
1.62865E+12,647
1.62865E+12,616
1.62865E+12,607
1.62865E+12,612
1.62865E+12,642
1.62865E+12,602
1.62865E+12,602
1.62865E+12,598
1.62865E+12,480
1.62865E+12,613
1.62865E+12,626
1.62865E+12,620
1.62865E+12,649
1.62865E+12,642
1.62865E+12,644
1.62865E+12,620
1.62865E+12,644
1.62865E+12,692
1.62865E+12,551
1.62865E+12,927
1.62865E+12,584
1.62865E+12,643
1.62865E+12,631
1.62865E+12,752
1.62865E+12,552
1.62865E+12,663
1.62865E+12,795
1.62865E+12,663
1.62865E+12,652
1.62865E+12,613
1.62865E+12,541
1.62865E+12,587
1.62865E+12,607
1.62865E+12,593
1.62865E+12,721
1.62865E+12,603
1.62865E+12,608
1.62865E+12,551
1.62865E+12,663
1.62865E+12,638
1.62865E+12,687
1.62865E+12,682
1.62865E+12,759
1.62865E+12,594
1.62865E+12,514
1.62865E+12,687
1.62865E+12,726
1.62865E+12,826
1.62865E+12,529
1.62865E+12,494
1.62865E+12,636
1.62865E+12,614
1.62865E+12,624
1.62865E+12,722
1.62865E+12,588
1.62865E+12,589
1.62865E+12,716
1.62865E+12,512
1.62865E+12,604
1.62865E+12,665
1.62865E+12,643
1.62865E+12,564
1.62865E+12,411
1.62865E+12,602
1.62865E+12,574
1.62865E+12,564
1.62865E+12,565
1.62865E+12,469
1.62865E+12,570
1.62865E+12,592
1.62865E+12,591
1.62865E+12,682
1.62865E+12,571
1.62865E+12,811
1.62865E+12,874
1.62865E+12,594
1.62865E+12,560
1.62865E+12,567
1.62865E+12,495
1.62865E+12,619
1.62865E+12,597
1.62865E+12,789
1.62865E+12,605
1.62865E+12,481
1.62865E+12,693
1.62865E+12,581
1.62865E+12,580
1.62865E+12,481
1.62865E+12,642
1.62865E+12,512
1.62865E+12,591
1.62865E+12,622
1.62865E+12,581
1.62865E+12,636
1.62865E+12,629
1.62865E+12,497
1.62865E+12,728
1.62865E+12,612
1.62865E+12,599
1.62865E+12,489
1.62865E+12,591
1.62865E+12,595
1.62865E+12,692
1.62865E+12,482
1.62865E+12,636
1.62865E+12,624
1.62865E+12,655
1.62865E+12,527
1.62865E+12,733
1.62865E+12,727
1.62865E+12,616
1.62865E+12,626
1.62865E+12,674
1.62865E+12,509
1.62865E+12,629
1.62865E+12,664
1.62865E+12,614
1.62865E+12,647
1.62865E+12,632
1.62865E+12,726
1.62865E+12,635
1.62865E+12,630
1.62865E+12,618
1.62865E+12,511
1.62865E+12,663
1.62865E+12,661
1.62865E+12,627
1.62865E+12,508
1.62865E+12,623
1.62865E+12,625
1.62865E+12,665
1.62865E+12,626
1.62865E+12,608
1.62865E+12,629
1.62865E+12,683
1.62865E+12,638
1.62865E+12,706
1.62865E+12,425
1.62865E+12,530
1.62865E+12,665
1.62865E+12,609
1.62865E+12,730
1.62865E+12,633
1.62865E+12,624
1.62865E+12,624
1.62865E+12,630
1.62865E+12,747
1.62865E+12,653
1.62865E+12,740
1.62865E+12,531
1.62865E+12,655
1.62865E+12,652
1.62865E+12,655
1.62865E+12,503
1.62865E+12,591
1.62865E+12,620
1.62865E+12,500
1.62865E+12,494
1.62865E+12,483
1.62865E+12,726
1.62865E+12,700
1.62865E+12,517
1.62865E+12,614
1.62865E+12,469
1.62865E+12,605
1.62865E+12,579
1.62865E+12,838
1.62865E+12,590
1.62865E+12,567
1.62865E+12,569
1.62865E+12,586
1.62865E+12,629
1.62865E+12,691
1.62865E+12,459
1.62865E+12,569
1.62865E+12,557
1.62865E+12,593
1.62865E+12,519
1.62865E+12,586
1.62865E+12,548
1.62865E+12,633
1.62865E+12,572
1.62865E+12,586
1.62865E+12,624
1.62865E+12,781
1.62865E+12,702
1.62865E+12,566
1.62865E+12,467
1.62865E+12,495
1.62865E+12,573
1.62865E+12,547
1.62865E+12,670
1.62865E+12,595
1.62865E+12,477
1.62865E+12,653
1.62865E+12,690
1.62865E+12,582
1.62865E+12,630
1.62865E+12,578
1.62865E+12,579
1.62865E+12,673
1.62865E+12,604
1.62865E+12,588
1.62865E+12,650
1.62865E+12,713
1.62865E+12,733
1.62865E+12,817
1.62865E+12,830
1.62865E+12,733
1.62865E+12,753
1.62865E+12,611
1.62865E+12,784
1.62865E+12,749
1.62865E+12,704
1.62865E+12,749
1.62865E+12,708
1.62865E+12,763
1.62865E+12,771
1.62865E+12,718
1.62865E+12,632
1.62865E+12,742
1.62865E+12,746
1.62865E+12,759
1.62865E+12,577
1.62865E+12,773
1.62865E+12,765
1.62865E+12,773
1.62865E+12,874
1.62865E+12,715
1.62865E+12,704
1.62865E+12,722
1.62865E+12,610
1.62865E+12,767
1.62865E+12,776
1.62865E+12,777
1.62865E+12,721
1.62865E+12,790
1.62865E+12,856
1.62865E+12,747
1.62865E+12,663
1.62865E+12,652
1.62865E+12,713
1.62865E+12,728
1.62865E+12,762
1.62865E+12,664
1.62865E+12,535
1.62865E+12,885
1.62865E+12,889
1.62865E+12,724
1.62865E+12,700
1.62865E+12,746
1.62865E+12,850
1.62865E+12,540
1.62865E+12,535
1.62865E+12,814
1.62865E+12,513
1.62865E+12,688
1.62865E+12,652
1.62865E+12,628
1.62865E+12,621
1.62865E+12,688
1.62865E+12,657
1.62865E+12,657
1.62865E+12,545
1.62865E+12,604
1.62865E+12,691
1.62865E+12,551
1.62865E+12,772
1.62865E+12,568
1.62865E+12,639
1.62865E+12,968
1.62865E+12,556
1.62865E+12,509
1.62865E+12,647
1.62865E+12,650
1.62865E+12,630
1.62865E+12,753
1.62865E+12,666
1.62865E+12,532
1.62865E+12,608
1.62865E+12,821
1.62865E+12,733
1.62865E+12,609
1.62865E+12,653
1.62865E+12,649
1.62865E+12,583
1.62865E+12,771
1.62865E+12,787
1.62865E+12,794
1.62865E+12,526
1.62865E+12,399
1.62865E+12,643
1.62865E+12,629
1.62865E+12,627
1.62865E+12,652
1.62865E+12,673
1.62865E+12,619
1.62865E+12,680
1.62865E+12,776
1.62865E+12,782
1.62865E+12,784
1.62865E+12,527
1.62865E+12,684
1.62865E+12,751
1.62865E+12,718
1.62865E+12,568
1.62865E+12,677
1.62865E+12,737
1.62865E+12,647
1.62865E+12,684
1.62865E+12,584
1.62865E+12,663
1.62865E+12,546
1.62865E+12,678
1.62865E+12,689
1.62865E+12,640
1.62865E+12,732
1.62865E+12,660
1.62865E+12,680
1.62865E+12,712
1.62865E+12,645
1.62865E+12,701
1.62865E+12,682
1.62865E+12,778
1.62865E+12,685
1.62865E+12,775
1.62865E+12,554
1.62865E+12,678
1.62865E+12,662
1.62865E+12,671
1.62865E+12,675
1.62865E+12,691
1.62865E+12,677
1.62865E+12,689
1.62865E+12,944
1.62865E+12,802
1.62865E+12,720
1.62865E+12,639
1.62865E+12,689
1.62865E+12,608
1.62865E+12,702
1.62865E+12,625
1.62865E+12,830
1.62865E+12,721
1.62865E+12,715
1.62865E+12,733
1.62865E+12,685
1.62865E+12,693
1.62865E+12,701
1.62865E+12,689
1.62865E+12,887
1.62865E+12,660
1.62865E+12,529
1.62865E+12,649
1.62865E+12,655
1.62865E+12,536
1.62865E+12,498
1.62865E+12,830
1.62865E+12,696
1.62865E+12,672
1.62865E+12,633
1.62865E+12,633
1.62865E+12,621
1.62865E+12,662
1.62865E+12,640
1.62865E+12,765
1.62865E+12,775
1.62865E+12,642
1.62865E+12,548
1.62865E+12,612
1.62865E+12,527
1.62865E+12,523
1.62865E+12,664
1.62865E+12,656
1.62865E+12,617
1.62865E+12,562
1.62865E+12,637
1.62865E+12,623
1.62865E+12,733
1.62865E+12,570
1.62865E+12,517
1.62865E+12,715
1.62865E+12,523
1.62865E+12,589
1.62865E+12,373
1.62865E+12,568
1.62865E+12,500
1.62865E+12,688
1.62865E+12,501
1.62865E+12,621
1.62865E+12,615
1.62865E+12,783
1.62865E+12,599
1.62865E+12,593
1.62865E+12,834
1.62865E+12,515
1.62865E+12,708
1.62865E+12,620
1.62865E+12,612
1.62865E+12,565
1.62865E+12,718
1.62865E+12,598
1.62865E+12,640
1.62865E+12,605
1.62865E+12,612
1.62865E+12,602
1.62865E+12,594
1.62865E+12,589
1.62865E+12,488
1.62865E+12,690
1.62865E+12,479
1.62865E+12,501
1.62865E+12,594
1.62865E+12,518
1.62865E+12,576
1.62865E+12,448
1.62865E+12,590
1.62865E+12,618
1.62865E+12,702
1.62865E+12,679
1.62865E+12,496
1.62865E+12,682
1.62865E+12,566
1.62865E+12,500
1.62865E+12,579
1.62865E+12,542
1.62865E+12,583
1.62865E+12,794
1.62865E+12,581
1.62865E+12,704
1.62865E+12,568
1.62865E+12,563
1.62865E+12,659
1.62865E+12,544
1.62865E+12,535
1.62865E+12,724
1.62865E+12,649
1.62865E+12,640
1.62865E+12,627
1.62865E+12,654
1.62865E+12,737
1.62865E+12,624
1.62865E+12,533
1.62865E+12,616
1.62865E+12,627
1.62865E+12,633
1.62865E+12,640
1.62865E+12,647
1.62865E+12,656
1.62865E+12,639
1.62865E+12,668
1.62865E+12,612
1.62865E+12,594
1.62865E+12,677
1.62865E+12,592
1.62865E+12,577
1.62865E+12,712
1.62865E+12,730
1.62865E+12,829
1.62865E+12,760
1.62865E+12,825
1.62865E+12,731
1.62865E+12,742
1.62865E+12,780
1.62865E+12,657
1.62865E+12,626
1.62865E+12,627
1.62865E+12,845
1.62865E+12,846
1.62865E+12,759
1.62865E+12,834
1.62865E+12,775
1.62865E+12,779
1.62865E+12,879
1.62865E+12,669
1.62865E+12,792
1.62865E+12,792
1.62865E+12,868
1.62865E+12,621
1.62865E+12,755
1.62865E+12,776
1.62865E+12,712
1.62865E+12,636
1.62865E+12,729
1.62865E+12,602
1.62865E+12,608
1.62865E+12,715
1.62865E+12,724
1.62865E+12,845
1.62865E+12,892
1.62865E+12,736
1.62865E+12,739
1.62865E+12,958
1.62865E+12,700
1.62865E+12,535
1.62865E+12,864
1.62865E+12,683
1.62865E+12,841
1.62865E+12,676
1.62865E+12,734
1.62865E+12,852
1.62865E+12,635
1.62865E+12,485
1.62865E+12,656
1.62865E+12,521
1.62865E+12,697
1.62865E+12,709
1.62865E+12,657
1.62865E+12,685
1.62865E+12,679
1.62865E+12,660
1.62865E+12,432
1.62865E+12,619
1.62865E+12,532
1.62865E+12,640
1.62865E+12,641
1.62865E+12,681
1.62865E+12,560
1.62865E+12,563
1.62865E+12,648
1.62865E+12,701
1.62865E+12,771
1.62865E+12,649
1.62865E+12,655
1.62865E+12,542
1.62865E+12,671
1.62865E+12,652
1.62865E+12,628
1.62865E+12,644
1.62865E+12,779
1.62865E+12,563
1.62865E+12,787
1.62865E+12,682
1.62865E+12,557
1.62865E+12,690
1.62865E+12,752
1.62865E+12,678
1.62865E+12,687
1.62865E+12,409
1.62865E+12,692
1.62865E+12,541
1.62865E+12,781
1.62865E+12,757
1.62865E+12,693
1.62865E+12,682
1.62865E+12,762
1.62865E+12,764
1.62865E+12,759
1.62865E+12,751
1.62865E+12,642
1.62865E+12,785
1.62865E+12,662
1.62865E+12,501
1.62865E+12,785
1.62865E+12,665
1.62865E+12,674
1.62865E+12,582
1.62865E+12,579
1.62865E+12,420
1.62865E+12,583
1.62865E+12,798
1.62865E+12,569
1.62865E+12,610
1.62865E+12,587
1.62865E+12,567
1.62865E+12,489
1.62865E+12,640
1.62865E+12,532
1.62865E+12,616
1.62865E+12,635
1.62865E+12,620
1.62865E+12,650
1.62865E+12,598
1.62865E+12,601
1.62865E+12,626
1.62865E+12,580
1.62865E+12,598
1.62865E+12,712
1.62865E+12,821
1.62865E+12,575
1.62865E+12,714
1.62865E+12,507
1.62865E+12,509
1.62865E+12,490
1.62865E+12,500
1.62865E+12,578
1.62865E+12,581
1.62865E+12,657
1.62865E+12,588
1.62865E+12,529
1.62865E+12,709
1.62865E+12,681
1.62865E+12,611
1.62865E+12,617
1.62865E+12,611
1.62865E+12,651
1.62865E+12,704
1.62865E+12,627
1.62865E+12,574
1.62865E+12,705
1.62865E+12,543
1.62865E+12,521
1.62865E+12,578
1.62865E+12,713
1.62865E+12,647
1.62865E+12,641
1.62865E+12,729
1.62865E+12,672
1.62865E+12,706
1.62865E+12,689
1.62865E+12,692
1.62865E+12,590
1.62865E+12,593
1.62865E+12,604
1.62865E+12,593
1.62865E+12,704
1.62865E+12,748
1.62865E+12,570
1.62865E+12,602
1.62865E+12,572
1.62865E+12,554
1.62865E+12,556
1.62865E+12,570
1.62865E+12,570
1.62865E+12,592
1.62865E+12,554
1.62865E+12,571
1.62865E+12,585
1.62865E+12,483
1.62865E+12,597
1.62865E+12,861
1.62865E+12,604
1.62865E+12,597
1.62865E+12,603
1.62865E+12,489
1.62865E+12,481
1.62865E+12,612
1.62865E+12,541
1.62865E+12,574
1.62865E+12,589
1.62865E+12,487
1.62865E+12,573
1.62865E+12,718
1.62865E+12,705
1.62865E+12,595
1.62865E+12,603
1.62865E+12,451
1.62865E+12,477
1.62865E+12,603
1.62865E+12,587
1.62865E+12,591
1.62865E+12,598
1.62865E+12,590
1.62865E+12,615
1.62865E+12,600
1.62865E+12,614
1.62865E+12,519
1.62865E+12,557
1.62865E+12,645
1.62865E+12,504
1.62865E+12,691
1.62865E+12,622
1.62865E+12,633
1.62865E+12,630
1.62865E+12,609
1.62865E+12,609
1.62865E+12,633
1.62865E+12,602
1.62865E+12,613
1.62865E+12,594
1.62865E+12,620
1.62865E+12,793
1.62865E+12,607
1.62865E+12,341
1.62865E+12,498
1.62865E+12,636
1.62865E+12,840
1.62865E+12,581
1.62865E+12,616
1.62865E+12,619
1.62865E+12,672
1.62865E+12,738
1.62865E+12,612
1.62865E+12,629
1.62865E+12,455
1.62865E+12,626
1.62865E+12,525
1.62865E+12,613
1.62865E+12,645
1.62865E+12,678
1.62865E+12,596
1.62865E+12,636
1.62865E+12,534
1.62865E+12,607
1.62865E+12,681
1.62865E+12,651
1.62865E+12,634
1.62865E+12,760
1.62865E+12,652
1.62865E+12,928
1.62865E+12,420
1.62865E+12,502
1.62865E+12,522
1.62865E+12,637
1.62865E+12,607
1.62865E+12,726
1.62865E+12,732
1.62865E+12,703
1.62865E+12,629
1.62865E+12,685
1.62865E+12,494
1.62865E+12,580
1.62865E+12,716
1.62865E+12,868
1.62865E+12,617
1.62865E+12,492
1.62865E+12,630
1.62865E+12,599
1.62865E+12,499
1.62865E+12,486
1.62865E+12,590
1.62865E+12,492
1.62865E+12,695
1.62865E+12,783
1.62865E+12,501
1.62865E+12,593
1.62865E+12,657
1.62865E+12,595
1.62865E+12,817
1.62865E+12,631
1.62865E+12,594
1.62865E+12,486
1.62865E+12,549
1.62865E+12,312
1.62865E+12,704
1.62865E+12,573
1.62865E+12,483
1.62865E+12,600
1.62865E+12,470
1.62865E+12,693
1.62865E+12,644
1.62865E+12,655
1.62865E+12,439
1.62865E+12,580
1.62865E+12,601
1.62865E+12,490
1.62865E+12,498
1.62865E+12,609
1.62865E+12,664
1.62865E+12,559
1.62865E+12,377
1.62865E+12,488
1.62865E+12,487
1.62865E+12,455
1.62865E+12,569
1.62865E+12,571
1.62865E+12,658
1.62865E+12,544
1.62865E+12,466
1.62865E+12,590
1.62865E+12,775
1.62865E+12,486
1.62865E+12,469
1.62865E+12,737
1.62865E+12,726
1.62865E+12,586
1.62865E+12,594
1.62865E+12,680
1.62865E+12,523
1.62865E+12,813
1.62865E+12,598
1.62865E+12,370
1.62865E+12,704
1.62865E+12,574
1.62865E+12,549
1.62865E+12,491
1.62865E+12,665
1.62865E+12,797
1.62865E+12,605
1.62865E+12,595
1.62865E+12,576
1.62865E+12,570
1.62865E+12,601
1.62865E+12,608
1.62865E+12,409
1.62865E+12,423
1.62865E+12,620
1.62865E+12,786
1.62865E+12,971
1.62865E+12,703
1.62865E+12,681
1.62865E+12,583
1.62865E+12,600
1.62865E+12,591
1.62865E+12,586
1.62865E+12,632
1.62865E+12,734
1.62865E+12,627
1.62865E+12,632
1.62865E+12,621
1.62865E+12,628
1.62865E+12,628
1.62865E+12,392
1.62865E+12,637
1.62865E+12,676
1.62865E+12,685
1.62865E+12,537
1.62865E+12,690
1.62865E+12,638
1.62865E+12,604
1.62865E+12,620
1.62865E+12,605
1.62865E+12,726
1.62865E+12,525
1.62865E+12,589
1.62865E+12,696
1.62865E+12,594
1.62865E+12,607
1.62865E+12,728
1.62865E+12,591
1.62865E+12,705
1.62865E+12,843
1.62865E+12,561
1.62865E+12,624
1.62865E+12,701
1.62865E+12,577
1.62865E+12,564
1.62865E+12,570
1.62865E+12,715
1.62865E+12,495
1.62865E+12,489
1.62865E+12,726
1.62865E+12,488
1.62865E+12,707
1.62865E+12,599
1.62865E+12,621
1.62865E+12,664
1.62865E+12,665
1.62865E+12,492
1.62865E+12,590
1.62865E+12,562
1.62865E+12,754
1.62865E+12,611
1.62865E+12,632
1.62865E+12,481
1.62865E+12,599
1.62865E+12,673
1.62865E+12,566
1.62865E+12,472
1.62865E+12,551
1.62865E+12,559
1.62865E+12,603
1.62865E+12,624
1.62865E+12,583
1.62865E+12,784
1.62865E+12,580
1.62865E+12,482
1.62865E+12,473
1.62865E+12,597
1.62865E+12,567
1.62865E+12,608
1.62865E+12,611
1.62865E+12,607
1.62865E+12,561
1.62865E+12,622
1.62865E+12,542
1.62865E+12,551
1.62865E+12,608
1.62865E+12,622
1.62865E+12,705
1.62865E+12,480
1.62865E+12,619
1.62865E+12,470
1.62865E+12,600
1.62865E+12,654
1.62865E+12,697
1.62865E+12,597
1.62865E+12,578
1.62865E+12,604
1.62865E+12,793
1.62865E+12,602
1.62865E+12,613
1.62865E+12,610
1.62865E+12,573
1.62865E+12,553
1.62865E+12,493
1.62865E+12,598
1.62865E+12,589
1.62865E+12,603
1.62865E+12,612
1.62865E+12,619
1.62865E+12,709
1.62865E+12,774
1.62865E+12,593
1.62865E+12,611
1.62865E+12,615
1.62865E+12,567
1.62865E+12,581
1.62865E+12,594
1.62865E+12,538
1.62865E+12,470
1.62865E+12,472
1.62865E+12,521
1.62865E+12,664
1.62865E+12,480
1.62865E+12,498
1.62865E+12,683
1.62865E+12,598
1.62865E+12,604
1.62865E+12,589
1.62865E+12,444
1.62865E+12,436
1.62865E+12,625
1.62865E+12,600
1.62865E+12,584
1.62865E+12,715
1.62865E+12,483
1.62865E+12,679
1.62865E+12,701
1.62865E+12,681
1.62865E+12,645
1.62865E+12,561
1.62865E+12,487
1.62865E+12,580
1.62865E+12,553
1.62865E+12,549
1.62865E+12,554
1.62865E+12,572
1.62865E+12,543
1.62865E+12,626
1.62865E+12,468
1.62865E+12,466
1.62865E+12,530
1.62865E+12,591
1.62865E+12,598
1.62865E+12,473
1.62865E+12,528
1.62865E+12,427
1.62865E+12,570
1.62865E+12,483
1.62865E+12,561
1.62865E+12,804
1.62865E+12,654
1.62865E+12,605
1.62865E+12,581
1.62865E+12,601
1.62865E+12,555
1.62865E+12,561
1.62865E+12,454
1.62865E+12,526
1.62865E+12,589
1.62865E+12,738
1.62865E+12,520
1.62865E+12,556
1.62865E+12,578
1.62865E+12,663
1.62865E+12,471
1.62865E+12,526
1.62865E+12,583
1.62865E+12,569
1.62865E+12,612
1.62865E+12,774
1.62865E+12,621
1.62865E+12,707
1.62865E+12,541
1.62865E+12,578
1.62865E+12,587
1.62865E+12,591
1.62865E+12,544
1.62865E+12,506
1.62865E+12,674
1.62865E+12,567
1.62865E+12,595
1.62865E+12,583
1.62865E+12,565
1.62865E+12,675
1.62865E+12,462
1.62865E+12,563
1.62865E+12,581
1.62865E+12,582
1.62865E+12,595
1.62865E+12,625
1.62865E+12,503
1.62865E+12,645
1.62865E+12,579
1.62865E+12,581
1.62865E+12,668
1.62865E+12,557
1.62865E+12,566
1.62865E+12,502
1.62865E+12,503
1.62865E+12,532
1.62865E+12,600
1.62865E+12,651
1.62865E+12,578
1.62865E+12,582
1.62865E+12,586
1.62865E+12,619
1.62865E+12,560
1.62865E+12,608
1.62865E+12,623
1.62865E+12,581
1.62865E+12,632
1.62865E+12,679
1.62865E+12,583
1.62865E+12,523
1.62865E+12,553
1.62865E+12,588
1.62865E+12,630
1.62865E+12,735
1.62865E+12,481
1.62865E+12,568
1.62865E+12,519
